index,Hit_number,level_0,eval,bitscore,%ID,genus,species,hit_def,align_len,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_97,3,1275,1.29246e-55,250,100.0,Tripos,Tripos tenuis,"Tripos tenuis isolate MUCC248 18S ribosomal RNA gene, complete sequence",125,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos tenuis
ASV_98,1,1281,2.02115e-60,269,97.89,Parasagitta,Parasagitta megalophthalma,"Parasagitta megalophthalma 18S small subunit ribosomal RNA gene, partial sequence",142,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,Parasagitta megalophthalma
ASV_99,1,8284,2.84683e-51,235,97.6,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH451 18S ribosomal RNA gene, partial sequence",125,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_100,1,6644,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST8900.090 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_101,1,6648,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYO756 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_102,1,4517,3.74457e-56,252,100.0,Scrippsiella,species_unassigned,"Scrippsiella cf. erinaceus strain GeoB 421 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Scrippsiella,unassigned
ASV_103,1,4520,2.63521e-58,260,100.0,Thysanoessa,species_unassigned,"Thysanoessa raschii voucher WS1076 small subunit ribosomal RNA gene, partial sequence",130,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,unassigned
ASV_104,1,6662,5.41103e-41,197,94.17,genus_unassigned,species_unassigned,"Prorodon ovum voucher XY2009022601 small subunit ribosomal RNA gene, partial sequence",120,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,g_,s_
ASV_105,1,12,3.50712e-50,230,96.8,Protoperidinium,Protoperidinium depressum,"Protoperidinium depressum gene for 18S rRNA, partial sequence, isolate  #42 and #45",125,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_106,48,15,1.1561e-49,229,99.15,Strombidium,Strombidium caudispina,"Strombidium caudispina isolate BH65_121 small subunit ribosomal RNA gene, partial sequence",117,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Strombidium,Strombidium caudispina
ASV_107,1,4528,3.74457e-56,252,100.0,Gyrodinium,species_unassigned,"Gyrodinium uncatenum isolate NEPCC607 18S small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,unassigned
ASV_108,1,21,3.14203e-57,256,100.0,Chaetoceros,Chaetoceros sp. UNC1415,"Chaetoceros sp. UNC1415 18S ribosomal RNA gene, partial sequence",128,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. UNC1415
ASV_109,6,1304,5.74268e-54,244,100.0,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AA538_N15_FUNG_H_23_D",122,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_110,1,6687,1.29246e-55,250,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH982 18S ribosomal RNA gene, partial sequence",125,Eukaryota,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,unassigned,unassigned
ASV_111,13,29,1.59223e-54,247,99.21,Gymnodinium,Gymnodinium litoralis,"Gymnodinium litoralis isolate AR3 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium litoralis
ASV_112,3,30,5.49568e-54,245,99.2,Tripos,Tripos tenuis,"Tripos tenuis isolate MUCC248 18S ribosomal RNA gene, complete sequence",125,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos tenuis
ASV_113,2,4545,5.55743e-54,244,100.0,Warnowia,species_unassigned,"Warnowia sp. isolate NY13S_167 small subunit ribosomal RNA gene, partial sequence",122,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,unassigned
ASV_114,11,4548,1.57593e-35,176,88.98,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-11 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_115,1,6708,9.09993e-58,258,100.0,genus_unassigned,species_unassigned,"Uncultured Chlorophyta clone 10D10P52 small subunit ribosomal RNA gene, partial sequence",129,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_116,2,40,9.51548e-45,210,98.21,Chaetoceros,Chaetoceros cinctus,"Chaetoceros cinctus strain Ch3C4 small subunit ribosomal RNA gene, partial sequence",112,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros cinctus
ASV_117,1,6721,1.50784e-48,224,95.28,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH742 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_118,1,6725,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Uncultured marine eukaryote clone NA2_1F12 18S ribosomal RNA gene, partial sequence",126,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_119,9,4558,5.55743e-54,244,100.0,Pentapharsodinium,species_unassigned,"Pentapharsodinium sp. isolate BH65_136 small subunit ribosomal RNA gene, partial sequence",122,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,unassigned
ASV_120,27,4562,7.23511e-40,192,90.48,Peridinium,species_unassigned,"Peridinium quinquecorne gene for 18S rRNA, partial sequence",126,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_121,1,6733,1.173e-24,136,81.25,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYS1416 18S ribosomal RNA gene, partial sequence",128,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_122,1,6737,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYP1492 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_123,1,65,1.08476e-56,254,100.0,Actinocyclus,Actinocyclus curvatulus,"Actinocyclus curvatulus 18S rRNA gene, strain AWI 85",127,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,Actinocyclus curvatulus
ASV_124,1,4570,8.88947e-52,236,95.49,Prionospio,species_unassigned,"Prionospio ehlersi isolate CP284 18S ribosomal RNA gene, partial sequence",133,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,s_
ASV_125,1,6753,2.0475e-53,242,96.95,genus_unassigned,species_unassigned,"Platychrysis pigra genomic DNA containing 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, culture collection CCAP 939/1",131,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_126,1,74,5.61918e-54,245,98.43,Protoperidinium,Protoperidinium leonis,"Protoperidinium leonis gene for 18S rRNA, partial sequence, isolate: #4 >gi|61287152|dbj|AB181895.1| Protoperidinium leonis gene for 18S rRNA, partial sequence, isolate: #5 >gi|61287153|dbj|AB181896.1| Protoperidinium leonis gene for 18S rRNA, partial sequence, isolate: #8 >gi|61287154|dbj|AB181897.1| Protoperidinium leonis gene for 18S rRNA, partial sequence, isolate: #9 >gi|61287155|dbj|AB181898.1| Protoperidinium leonis gene for 18S rRNA, partial sequence, isolate: #10",127,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium leonis
ASV_127,1,6760,8.03191e-59,262,98.53,genus_unassigned,species_unassigned,"Echinolampas crassa 18S small subunit ribosomal RNA gene, partial sequence",136,Eukaryota,Echinodermata,Echinoidea,unassigned,unassigned,unassigned,unassigned
ASV_128,1,6763,3.14203e-57,256,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST8900.024 18S ribosomal RNA gene, partial sequence",128,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_129,1,6769,9.09993e-58,258,100.0,genus_unassigned,species_unassigned,"Clausophyes moserae 18S ribosomal RNA gene, complete sequence",129,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,unassigned,unassigned,unassigned
ASV_130,1,6772,1.2936e-36,180,88.8,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH451 18S ribosomal RNA gene, partial sequence",125,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_131,1,6775,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH1359 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_132,1,6779,3.14203e-57,256,100.0,genus_unassigned,species_unassigned,"Cryptophyta sp. CR-MAL04 18S ribosomal RNA gene, partial sequence",128,Eukaryota,Cryptophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_133,1,6784,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Minidiscus sp. RCC4807 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",127,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unassigned,unassigned
ASV_134,1,6791,7.51481e-52,236,100.0,genus_unassigned,species_unassigned,"Schmidingerella arcuata isolate SaMD10 small subunit ribosomal RNA gene, partial sequence",118,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,unassigned,unassigned,unassigned
ASV_135,1,4594,1.08476e-56,254,100.0,Pseudo-nitzschia,species_unassigned,"Pseudo-nitzschia americana strain UNC1412 18S ribosomal RNA gene, partial sequence",127,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,unassigned
ASV_136,1,6798,1.04323e-77,332,100.0,genus_unassigned,species_unassigned,"Nematocarcinus parvus voucher MNHN-IU-2008-17061 18S small subunit ribosomal RNA gene, partial sequence",166,Eukaryota,Arthropoda,Malacostraca,Decapoda,unassigned,unassigned,unassigned
ASV_137,2,98,1.08476e-56,254,100.0,Teleaulax,Teleaulax amphioxeia,"Teleaulax amphioxeia partial 18S rRNA gene, strain SCCAP K-0434",127,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia
ASV_138,1,102,2.91081e-51,234,96.85,Pseudocalanus,Pseudocalanus elongatus,"Pseudocalanus elongatus isolate MT00786 18S ribosomal RNA gene, partial sequence >gi|515422001|gb|JX995320.1| Pseudocalanus elongatus isolate MT00791 18S ribosomal RNA gene, partial sequence >gi|515422014|gb|JX995321.1| Pseudocalanus elongatus isolate MT03351 18S ribosomal RNA gene, partial sequence",127,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,s_
ASV_139,3,1352,1.08476e-56,254,100.0,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_59, clone 1806A01",127,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_140,6,1354,1.79655e-47,220,95.2,Not_Found,Diplonemida sp. 13 RG-2016,"Diplonemida sp. 13 RG-2016 small subunit ribosomal RNA gene and internal transcribed spacer 1, partial sequence",125,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,s_
ASV_141,2,115,1.59223e-54,247,99.21,Dissodinium,Dissodinium pseudolunula,"Dissodinium pseudolunula isolate 3 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Pyrocystales,Pyrocystaceae,Dissodinium,Dissodinium pseudolunula
ASV_142,1,6824,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYN1327 18S ribosomal RNA gene, partial sequence",126,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_143,2,4617,5.55743e-54,244,100.0,Warnowia,species_unassigned,"Warnowia sp. isolate BH46_156 small subunit ribosomal RNA gene, partial sequence",122,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,unassigned
ASV_144,1,4620,2.38934e-52,239,97.64,Temora,species_unassigned,"Temora stylifera isolate OP_Brest_7 18S ribosomal RNA gene, partial sequence",127,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,unassigned
ASV_145,1,6837,3.46815e-50,230,96.8,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH451 18S ribosomal RNA gene, partial sequence",125,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_146,1,4626,1.08476e-56,254,100.0,Pseudo-nitzschia,species_unassigned,"Pseudo-nitzschia pungens isolate NWFSC201 18S ribosomal RNA gene, partial sequence >gi|354551338|gb|JN091725.1| Pseudo-nitzschia pungens isolate NWFSC203 18S ribosomal RNA gene, partial sequence",127,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,unassigned
ASV_147,1,6846,1.33603e-55,251,99.22,genus_unassigned,species_unassigned,"Uncultured eukaryote gene for SSU rRNA, partial sequence, clone: DSGM-50",128,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_148,4,4633,2.21519e-27,147,83.33,Gyrodinium,species_unassigned,"Gyrodinium sp. HJJ-2018a small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_149,1,4638,6.31898e-53,240,100.0,Salpingella,species_unassigned,"Salpingella sp. isolate TI_40_Salp_2 small subunit ribosomal RNA gene, partial sequence",120,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Salpingella,unassigned
ASV_150,1,4643,1.23771e-49,229,96.06,Sinocalanus,species_unassigned,"Sinocalanus sinensis 18S ribosomal RNA gene, partial sequence",127,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Sinocalanus,s_
ASV_151,1,6856,4.71388e-55,248,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote isolate C2_E037 18S ribosomal RNA gene, partial sequence",124,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_152,28,147,5.41103e-41,197,94.17,Strombidium,Strombidium sp. JG-2011a,"Strombidium sp. JG-2011a clone 6 18S ribosomal RNA gene, partial sequence",120,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_
ASV_153,1,6863,2.91081e-51,234,96.85,genus_unassigned,species_unassigned,"Temora stylifera isolate OP_Brest_7 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_154,1,6868,1.69562e-47,221,97.46,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYT1115 18S ribosomal RNA gene, partial sequence",118,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_155,51,1366,3.82377e-43,205,95.73,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB240_E21_MLV1_H_41_S",117,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_156,1,157,1.59223e-54,247,99.21,Paragymnodinium,Paragymnodinium shiwhaense,"Paragymnodinium shiwhaense 18S rRNA gene (partial), ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene (partial)",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paragymnodinium,Paragymnodinium shiwhaense
ASV_157,1,6885,1.07379e-37,184,94.39,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu0407 small subunit ribosomal RNA gene, partial sequence",107,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_158,80,164,2.54648e-45,212,95.04,Strombidium,Strombidium paracalkinsi,"Strombidium paracalkinsi isolate KOK4 small subunit ribosomal RNA gene, partial sequence",121,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Strombidium,s_
ASV_159,1,169,3.74457e-56,252,100.0,Chaetoceros,Chaetoceros tenuissimus,"Chaetoceros tenuissimus isolate Na44A1 18S ribosomal RNA gene, partial sequence",126,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros tenuissimus
ASV_160,4,173,5.74097e-41,196,91.87,Stephanopyxis,Stephanopyxis turris,"Stephanopyxis turris gene for 18S rRNA, partial sequence, strain: p121",123,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_161,1,6898,3.86939e-56,253,99.22,genus_unassigned,species_unassigned,"Uncultured Oomycetes isolate 13-374 18S ribosomal RNA gene, partial sequence",129,Eukaryota,unknown,Oomycetes,unassigned,unassigned,unassigned,unassigned
ASV_162,1,6901,4.46045e-55,248,100.0,genus_unassigned,species_unassigned,"Uncultured Syndiniales clone E5 18S ribosomal RNA gene, partial sequence",124,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_163,1,6903,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST3500.098 18S ribosomal RNA gene, partial sequence",127,Eukaryota,Arthropoda,Hexanauplia,Calanoida,unassigned,unassigned,unassigned
ASV_164,2,1381,1.89663e-53,243,99.19,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_164, clone 1816F11",124,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_165,95,1384,8.71623e-39,188,90.48,Not_Found,Uncultured marine alveolate Group I DH147-EKD18,"Uncultured marine alveolate Group I DH147-EKD18 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_166,12,198,4.27633e-30,156,85.83,Gymnodinium,Gymnodinium sp. LaTo2,"Gymnodinium sp. LaTo2 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_167,1,1386,1.3967e-42,203,92.86,Not_Found,eukaryote clone OLI11027,eukaryote clone OLI11027 18S rRNA gene,126,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_168,1,6916,1.93973e-53,242,98.41,genus_unassigned,species_unassigned,"Pedinomonas noctilucae clone 1 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_169,1,6919,2.84683e-51,235,97.6,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH451 18S ribosomal RNA gene, partial sequence",125,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_170,19,211,4.27633e-30,157,84.92,Blastodinium,Blastodinium galatheanum,"Blastodinium galatheanum isolate GA61 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,g_,s_
ASV_171,1,4695,1.08476e-56,254,100.0,Skeletonema,species_unassigned,"Uncultured Skeletonema clone st1-ske-8 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,unassigned
ASV_172,1,6935,8.33961e-52,236,100.0,genus_unassigned,species_unassigned,"Uncultured Oomycetes isolate 14-236 18S ribosomal RNA gene, partial sequence",118,Eukaryota,unknown,Oomycetes,unassigned,unassigned,unassigned,unassigned
ASV_173,2,1395,1.01597e-50,232,98.35,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB241_C04_MLV2_H_41_S",121,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_174,1,223,3.74457e-56,252,100.0,Protodinium,Protodinium simplex,"Protodinium simplex gene for 18S ribosomal RNA, partial sequence, strain: NIES-3969",126,Eukaryota,unknown,Dinophyceae,Suessiales,Suessiaceae,Protodinium,Protodinium simplex
